sample_id,partner_sample_id,contributor,country,location,year,month,latitude,longitude,sex_call,sample_set,release,quarter,study_id,study_url,country_iso,admin1_name,admin1_iso,admin2_name,taxon,cohort_admin1_year,cohort_admin1_month,cohort_admin1_quarter,cohort_admin2_year,cohort_admin2_month,cohort_admin2_quarter,IncAnalysis,RND,HSD,EA,HH,ID,HHID,HHID.rnd,Plate,Sample.identifier,Row,Column,Well,MolSpecies,Expected.species,kdr,N1575Y,Cyp4J5,Coeaed1,Pfal.score,OVM.score,Pfal,OVM,X2La,Cyp6P4,ZZB,X6AA,X6AA_Dup,lat,lon,survey,LLIN.intend,LLIN.actual,Net.intend,Net.actual,subregions,Wave,HSD-name,Arm,Arm_ITT,Arm_PP,cohort_admin2_round,cohort_admin1_round,cohort_arm_round,cohort_armpp_round,cohort_subregions_round
VBS66469-6645STDY13045376,510406124002,Martin Donnelly,Uganda,10406,2019,6,1.289,33.308,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Buyende,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Buyende_fune_2019,UG-E_Buyende_fune_2019_06,UG-E_Buyende_fune_2019_Q2,1,5,104,6.0,124.0,2,510406124,10406124,57,8,A,8,8A,FUN,FU,,,,,0,0,0,0,,,,,,1.287124,33.30522,25 months,2,2.0,2,2.0,East Central,3,Budiope,PermaNet-3,PBO LLIN,PBO LLIN,Buyende_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66470-6645STDY13045377,508302059002,Martin Donnelly,Uganda,8302,2019,6,0.816,33.503,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,2.0,59.0,2,508302059,8302059,57,20,B,8,8B,FUN,FU,,,,,0,0,0,0,,,,,,0.8187711,33.50544,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66471-6645STDY13045378,508302059003,Martin Donnelly,Uganda,8302,2019,6,0.816,33.503,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,2.0,59.0,3,508302059,8302059,57,32,C,8,8C,FUN,FU,,,,,0,0,0,0,,,,,,0.8187711,33.50544,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66472-6645STDY13045379,508302059004,Martin Donnelly,Uganda,8302,2019,6,0.816,33.503,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,2.0,59.0,4,508302059,8302059,57,44,D,8,8D,FUN,FU,,,,,0,0,0,0,,,,,,0.8187711,33.50544,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66473-6645STDY13045380,508302059005,Martin Donnelly,Uganda,8302,2019,6,0.816,33.503,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,2.0,59.0,5,508302059,8302059,57,56,E,8,8E,FUN,FU,,,,,0,0,0,0,,,,,,0.8187711,33.50544,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66474-6645STDY13045381,508302059007,Martin Donnelly,Uganda,8302,2019,6,0.816,33.503,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,2.0,59.0,7,508302059,8302059,57,68,F,8,8F,FUN,FU,,,,,0,0,0,0,,,,,,0.8187711,33.50544,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66475-6645STDY13045382,508302059006,Martin Donnelly,Uganda,8302,2019,6,0.816,33.503,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,2.0,59.0,6,508302059,8302059,57,80,G,8,8G,FUN,FU,,,,,0,0,0,0,,,,,,0.8187711,33.50544,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66476-6645STDY13045383,508310065001,Martin Donnelly,Uganda,8310,2019,6,0.693,33.436,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,10.0,65.0,1,508310065,8310065,57,92,H,8,8H,FUN,FU,,,,,0,0,0,0,,,,,,0.688077,33.43719,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66477-6645STDY13045384,508303027004,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,4,508303027,8303027,57,9,A,9,9A,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66478-6645STDY13045385,508303027005,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,5,508303027,8303027,57,21,B,9,9B,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66479-6645STDY13045386,508303027006,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,6,508303027,8303027,57,33,C,9,9C,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66480-6645STDY13045387,508303027007,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,7,508303027,8303027,57,45,D,9,9D,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66481-6645STDY13045388,508303027008,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,8,508303027,8303027,57,57,E,9,9E,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66482-6645STDY13045389,508303027009,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,9,508303027,8303027,57,69,F,9,9F,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66483-6645STDY13045390,508303027010,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,10,508303027,8303027,57,81,G,9,9G,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66484-6645STDY13045391,508303027011,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,11,508303027,8303027,57,93,H,9,9H,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66485-6645STDY13045392,508303027012,Martin Donnelly,Uganda,8303,2019,6,0.757,33.514,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,3.0,27.0,12,508303027,8303027,57,10,A,10,10A,FUN,FU,,,,,0,0,0,0,,,,,,0.756217,33.5158,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66486-6645STDY13045393,508306058001,Martin Donnelly,Uganda,8306,2019,6,0.68,33.511,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,6.0,58.0,1,508306058,8306058,57,22,B,10,10B,FUN,FU,,,,,0,0,0,0,,,,,,0.67825,33.5079,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66487-6645STDY13045394,508306058002,Martin Donnelly,Uganda,8306,2019,6,0.68,33.511,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Iganga,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Iganga_fune_2019,UG-E_Iganga_fune_2019_06,UG-E_Iganga_fune_2019_Q2,1,5,83,6.0,58.0,2,508306058,8306058,57,34,C,10,10C,FUN,FU,,,,,0,0,0,0,,,,,,0.67825,33.5079,25 months,2,2.0,2,2.0,East Central,3,Kigulu North,PermaNet-3,PBO LLIN,PBO LLIN,Iganga_Round-5,UG-E_round-5,PermaNet-3_round-5,PBO LLIN_round-5,East Central_round-5
VBS66488-6645STDY13045395,508401036001,Martin Donnelly,Uganda,8401,2019,6,0.718,33.417,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,1.0,36.0,1,508401036,8401036,57,46,D,10,10D,FUN,FU,,,,,0,0,0,0,,,,,,0.712672,33.41918,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66489-6645STDY13045396,508401036002,Martin Donnelly,Uganda,8401,2019,6,0.718,33.417,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,1.0,36.0,2,508401036,8401036,57,58,E,10,10E,FUN,FU,,,,,0,0,0,0,,,,,,0.712672,33.41918,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66490-6645STDY13045397,508401036003,Martin Donnelly,Uganda,8401,2019,6,0.718,33.417,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,1.0,36.0,3,508401036,8401036,57,70,F,10,10F,FUN,FU,,,,,1,0,0,0,,,,,,0.712672,33.41918,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66491-6645STDY13045398,508401036004,Martin Donnelly,Uganda,8401,2019,6,0.718,33.417,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,1.0,36.0,4,508401036,8401036,57,82,G,10,10G,FUN,FU,,,,,0,0,0,0,,,,,,0.712672,33.41918,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66492-6645STDY13045399,508402019005,Martin Donnelly,Uganda,8402,2019,6,0.878,33.333,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,2.0,19.0,5,508402019,8402019,57,94,H,10,10H,FUN,FU,,,,,1,0,0,0,,,,,,0.8789991,33.32569,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66493-6645STDY13045400,508402019006,Martin Donnelly,Uganda,8402,2019,6,0.878,33.333,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,2.0,19.0,6,508402019,8402019,57,11,A,11,11A,FUN,FU,,,,,0,0,0,0,,,,,,0.8789991,33.32569,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66494-6645STDY13045401,508402019007,Martin Donnelly,Uganda,8402,2019,6,0.878,33.333,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,2.0,19.0,7,508402019,8402019,57,23,B,11,11B,FUN,FU,,,,,0,0,0,0,,,,,,0.8789991,33.32569,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66495-6645STDY13045402,508404017001,Martin Donnelly,Uganda,8404,2019,6,0.785,33.377,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,4.0,17.0,1,508404017,8404017,57,35,C,11,11C,FUN,FU,,,,,0,0,0,0,,,,,,0.7908551,33.37655,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66496-6645STDY13045403,508404017003,Martin Donnelly,Uganda,8404,2019,6,0.785,33.377,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,4.0,17.0,3,508404017,8404017,57,47,D,11,11D,FUN,FU,,,,,0,0,0,0,,,,,,0.7908551,33.37655,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66497-6645STDY13045404,508404017004,Martin Donnelly,Uganda,8404,2019,6,0.785,33.377,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,4.0,17.0,4,508404017,8404017,57,59,E,11,11E,FUN,FU,,,,,0,0,0,0,,,,,,0.7908551,33.37655,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66498-6645STDY13045405,508404017006,Martin Donnelly,Uganda,8404,2019,6,0.785,33.377,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,4.0,17.0,6,508404017,8404017,57,71,F,11,11F,FUN,FU,,,,,0,0,0,0,,,,,,0.7908551,33.37655,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
VBS66499-6645STDY13045406,508404017007,Martin Donnelly,Uganda,8404,2019,6,0.785,33.377,F,1288-VO-UG-DONNELLY-VMF00219,1.1,2,1288-VO-UG-DONNELLY,https://www.malariagen.net/network/where-we-work/1288-VO-UG-DONNELLY,UGA,Eastern Region,UG-E,Luuka,funestus,UG-E_fune_2019,UG-E_fune_2019_06,UG-E_fune_2019_Q2,UG-E_Luuka_fune_2019,UG-E_Luuka_fune_2019_06,UG-E_Luuka_fune_2019_Q2,1,5,84,4.0,17.0,7,508404017,8404017,57,83,G,11,11G,FUN,FU,,,,,3,1,1,0,,,,,,0.7908551,33.37655,25 months,1,1.0,1,1.0,East Central,3,Luuka,PermaNet-2,Non-PBO LLIN,Non-PBO LLIN,Luuka_Round-5,UG-E_round-5,PermaNet-2_round-5,Non-PBO LLIN_round-5,East Central_round-5
